I2LT	Type D
0x00000000000000000000000001000000010000000B04000000000000	I2Languages_CharNames
0x000000000000000001000000
MainText	1309
"Names/KEY_FAMILY_NAME_AADLI"	"0x00000000"	"[null]"	"10"	"ハワード"	"[null]"	"[null]"	"霍华德"	"Howard"	"Howard"	"Howard"	"Howard"	"Говард"	"Howard"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AADLI"	"0x00000000"
"Names/KEY_FAMILY_NAME_AALTO"	"0x00000000"	"[null]"	"10"	"アールト"	"[null]"	"[null]"	"阿尔托"	"Aalto"	"Aalto"	"Aalto"	"Aalto"	"Аалто"	"Aalto"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AALTO"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABASI"	"0x00000000"	"[null]"	"10"	"アバシ"	"[null]"	"[null]"	"阿巴西"	"Abasi"	"Abasi"	"Abasi"	"Abasi"	"Абаси"	"Abasi"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABASI"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABAZA"	"0x00000000"	"[null]"	"10"	"アバザ"	"[null]"	"[null]"	"阿巴扎"	"Abaza"	"Abaza"	"Abaza"	"Abaza"	"Абаза"	"Abaza"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABAZA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABBASOV"	"0x00000000"	"[null]"	"10"	"アバソフ"	"[null]"	"[null]"	"阿巴索夫"	"Abbasov"	"Abbasov"	"Abbasov"	"Abbasov"	"Аббасов"	"Abbasov"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABBASOV"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDALLAH"	"0x00000000"	"[null]"	"10"	"アブダラ"	"[null]"	"[null]"	"阿卜杜拉"	"Abdallah"	"Abdallah"	"Abdallah"	"Abdallah"	"Абдаллах"	"Abdallah"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDALLAH"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDOU"	"0x00000000"	"[null]"	"10"	"アブドゥ"	"[null]"	"[null]"	"阿卜杜"	"abdou"	"Abdou"	"Abdou"	"Abdou"	"Абду"	"Abdou"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDOU"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDUL"	"0x00000000"	"[null]"	"10"	"アブドゥル"	"[null]"	"[null]"	"阿卜杜勒"	"Abdul"	"Abdul"	"abdul"	"Abdul"	"Абдул"	"Abdul"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDUL"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABREU"	"0x00000000"	"[null]"	"10"	"アブレイユ"	"[null]"	"[null]"	"阿布雷乌"	"Abreu"	"Abreu"	"Abreu"	"Abreu"	"Абреу"	"Abreu"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABREU"	"0x00000000"
"Names/KEY_FAMILY_NAME_ACHARYA"	"0x00000000"	"[null]"	"10"	"アチャリヤ"	"[null]"	"[null]"	"阿查里雅"	"Acharya"	"Acharya"	"Acharya"	"Acharya"	"Ачарья"	"Acharya"	"10"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ACHARYA"	"0x00000000"
