I2LT	Type D
0x00000000000000000000000001000000010000006404000000000000	I2Languages_CharNames
0x000000000000000001000000
MainText	1309
"Names/KEY_FAMILY_NAME_AADLI"	"0x00000000"	"[null]"	"9"	"Howard"	"[null]"	"霍华德"	"Howard"	"Howard"	"Howard"	"Howard"	"Говард"	"Howard"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AADLI"	"0x00000000"
"Names/KEY_FAMILY_NAME_AALTO"	"0x00000000"	"[null]"	"9"	"Aalto"	"[null]"	"阿尔托"	"Aalto"	"Aalto"	"Aalto"	"Aalto"	"Аалто"	"Aalto"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AALTO"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABASI"	"0x00000000"	"[null]"	"9"	"Abasi"	"[null]"	"阿巴西"	"Abasi"	"Abasi"	"Abasi"	"Abasi"	"Абаси"	"Abasi"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABASI"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABAZA"	"0x00000000"	"[null]"	"9"	"Abaza"	"[null]"	"阿巴扎"	"Abaza"	"Abaza"	"Abaza"	"Abaza"	"Абаза"	"Abaza"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABAZA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABBASOV"	"0x00000000"	"[null]"	"9"	"Abbasov"	"[null]"	"阿巴索夫"	"Abbasov"	"Abbasov"	"Abbasov"	"Abbasov"	"Аббасов"	"Abbasov"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABBASOV"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDALLAH"	"0x00000000"	"[null]"	"9"	"Abdallah"	"[null]"	"阿卜杜拉"	"Abdallah"	"Abdallah"	"Abdallah"	"Abdallah"	"Абдаллах"	"Abdallah"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDALLAH"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDOU"	"0x00000000"	"[null]"	"9"	"Abdou"	"[null]"	"阿卜杜"	"abdou"	"Abdou"	"Abdou"	"Abdou"	"Абду"	"Abdou"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDOU"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABDUL"	"0x00000000"	"[null]"	"9"	"Abdul"	"[null]"	"阿卜杜勒"	"Abdul"	"Abdul"	"abdul"	"Abdul"	"Абдул"	"Abdul"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABDUL"	"0x00000000"
"Names/KEY_FAMILY_NAME_ABREU"	"0x00000000"	"[null]"	"9"	"Abreu"	"[null]"	"阿布雷乌"	"Abreu"	"Abreu"	"Abreu"	"Abreu"	"Абреу"	"Abreu"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ABREU"	"0x00000000"
"Names/KEY_FAMILY_NAME_ACHARYA"	"0x00000000"	"[null]"	"9"	"Acharya"	"[null]"	"阿查里雅"	"Acharya"	"Acharya"	"Acharya"	"Acharya"	"Ачарья"	"Acharya"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ACHARYA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ACOSTA"	"0x00000000"	"[null]"	"9"	"Acosta"	"[null]"	"阿科斯塔"	"Acosta"	"Acosta"	"Acosta"	"Acosta"	"Акоста"	"Acosta"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ACOSTA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ADAM"	"0x00000000"	"[null]"	"9"	"Adam"	"[null]"	"亚当"	"Adam"	"Adam"	"Adamo"	"Adam"	"Адам"	"Adán"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ADAM"	"0x00000000"
"Names/KEY_FAMILY_NAME_ADAMS"	"0x00000000"	"[null]"	"9"	"Adams"	"[null]"	"亚当斯"	"Adams"	"Adams"	"Adams"	"Adams"	"Адамс"	"Adams"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ADAMS"	"0x00000000"
"Names/KEY_FAMILY_NAME_ADONAI"	"0x00000000"	"[null]"	"9"	"Adonai"	"[null]"	"阿多奈"	"Adonaï"	"Adonai"	"Adonai"	"Adonai"	"Адонай"	"Adonai"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ADONAI"	"0x00000000"
"Names/KEY_FAMILY_NAME_AFONSO"	"0x00000000"	"[null]"	"9"	"Afonso"	"[null]"	"阿丰"	"Afonso"	"Afonso"	"Afonso"	"Afonso"	"Афонсу"	"Afonso"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AFONSO"	"0x00000000"
"Names/KEY_FAMILY_NAME_AGARWAL"	"0x00000000"	"[null]"	"9"	"Agarwal"	"[null]"	"阿加瓦尔"	"Agarwal"	"Agarwal"	"Agarwal"	"Agarwal"	"Агарвал"	"Agarwal"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AGARWAL"	"0x00000000"
"Names/KEY_FAMILY_NAME_AGRE"	"0x00000000"	"[null]"	"9"	"Agre"	"[null]"	"阿格雷"	"Agre"	"Agre"	"Agre"	"agre"	"Агра"	"Agre"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AGRE"	"0x00000000"
"Names/KEY_FAMILY_NAME_AGUAS"	"0x00000000"	"[null]"	"9"	"Aguas"	"[null]"	"阿瓜"	"Aguas"	"Aguas"	"Aguas"	"Aguas"	"Агуас"	"Aguas"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AGUAS"	"0x00000000"
"Names/KEY_FAMILY_NAME_AHMADI"	"0x00000000"	"[null]"	"9"	"Ahmadi"	"[null]"	"艾哈迈迪"	"Ahmadi"	"Ahmadi"	"Ahmadi"	"Ahmadi"	"Ахмади"	"Ahmadi"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AHMADI"	"0x00000000"
"Names/KEY_FAMILY_NAME_AHUJA"	"0x00000000"	"[null]"	"9"	"Ahuja"	"[null]"	"阿华加"	"Ahuja"	"Ahuja"	"Ahuja"	"Ahuja"	"Ахаджа"	"Ahuja"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AHUJA"	"0x00000000"
"Names/KEY_FAMILY_NAME_AIDAN"	"0x00000000"	"[null]"	"9"	"Aidan"	"[null]"	"艾丹"	"Aidan"	"Aidan"	"Aidan"	"Aidan"	"Айдан"	"Aidan"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AIDAN"	"0x00000000"
"Names/KEY_FAMILY_NAME_AKO"	"0x00000000"	"[null]"	"9"	"Ako"	"[null]"	"赤穗"	"Ako"	"Ako"	"Ako"	"Ako"	"Ако"	"Ako"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AKO"	"0x00000000"
"Names/KEY_FAMILY_NAME_AL-HADDAD"	"0x00000000"	"[null]"	"9"	"Al-Haddad"	"[null]"	"哈达德"	"Al-Haddad"	"Al-Haddad"	"Al-Haddad"	"Al-Haddad"	"Аль-Хаддад"	"Al-Haddad"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AL-HADDAD"	"0x00000000"
"Names/KEY_FAMILY_NAME_AL-HASHEMI"	"0x00000000"	"[null]"	"9"	"Al-Hashemi"	"[null]"	"哈希米"	"Al-Hashemi"	"Al-Hashemi"	"Al-Hashemi"	"Al-Hashemi"	"Аль-Хашеми"	"Al-Hashemi"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AL-HASHEMI"	"0x00000000"
"Names/KEY_FAMILY_NAME_AL-HASSAN"	"0x00000000"	"[null]"	"9"	"Al-Hassan"	"[null]"	"哈桑"	"Al-Hassan"	"Al-Hassan"	"Al-Hassan"	"Al-Hassan"	"Аль-Хасан"	"Al-Hassan"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AL-HASSAN"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALBERT"	"0x00000000"	"[null]"	"9"	"Albert"	"[null]"	"阿尔伯特"	"Albert"	"Albert"	"Albert"	"Albert"	"Альберт"	"Albert"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALBERT"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALBINUS"	"0x00000000"	"[null]"	"9"	"Albinus"	"[null]"	"阿尔比努斯"	"Albinus"	"Albinus"	"Albino"	"Albinus"	"Альбин"	"Albino"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALBINUS"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALEXANDER"	"0x00000000"	"[null]"	"9"	"Alexander"	"[null]"	"亚历山大"	"Alexandre"	"Alexander"	"Alessandro"	"Alexander"	"Александр"	"Alejandro"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALEXANDER"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALEXANDROV"	"0x00000000"	"[null]"	"9"	"Alexandrov"	"[null]"	"亚历山德罗夫"	"Alexandrov"	"Alexandrov"	"Alexandrov"	"Aleksandrow"	"Александров"	"Alexandrov"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALEXANDROV"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALI"	"0x00000000"	"[null]"	"9"	"Ali"	"[null]"	"阿里"	"Ali"	"Ali"	"Ali"	"Ali"	"Али"	"Ali"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALI"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALIYEV"	"0x00000000"	"[null]"	"9"	"Aliyev"	"[null]"	"阿利耶夫"	"Aliyev"	"Aliyev"	"Aliyev"	"Alijew"	"Алиев"	"Aliyev"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALIYEV"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALLEN"	"0x00000000"	"[null]"	"9"	"Allen"	"[null]"	"艾伦"	"Allen"	"All"	"Allen"	"Allen"	"Аллен"	"Allen"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALLEN"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALLEYNE"	"0x00000000"	"[null]"	"9"	"Alleyne"	"[null]"	"阿莱恩"	"Alleyne"	"Alleyne"	"Alleyne"	"Alleyne"	"Аллейн"	"Alleyne"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALLEYNE"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALLI"	"0x00000000"	"[null]"	"9"	"Alli"	"[null]"	"阿利"	"Alli"	"Alli"	"Alli"	"Wszystko ja"	"Алли"	"Alli"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALLI"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALMADA"	"0x00000000"	"[null]"	"9"	"Almada"	"[null]"	"阿尔马达"	"Almada"	"Almada"	"Almada"	"Almada"	"Альмада"	"Almada"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALMADA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALMEIDA"	"0x00000000"	"[null]"	"9"	"Almeida"	"[null]"	"阿尔梅达"	"Almeida"	"Almeida"	"Almeida"	"Almeida"	"Алмейда"	"Almeida"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALMEIDA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALVA"	"0x00000000"	"[null]"	"9"	"Alva"	"[null]"	"阿尔瓦"	"Alva"	"Alva"	"Alva"	"Alva"	"Альва"	"Alva"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALVA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALVARES"	"0x00000000"	"[null]"	"9"	"Alvares"	"[null]"	"阿尔瓦雷斯"	"Alvares"	"Alvares"	"Alvares"	"Alvares"	"Альварес"	"Alvares"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALVARES"	"0x00000000"
"Names/KEY_FAMILY_NAME_ALVAREZ"	"0x00000000"	"[null]"	"9"	"Álvarez"	"[null]"	"阿尔瓦雷斯"	"Álvarez"	"Álvarez"	"Álvarez"	"Álvarez"	"Альварес"	"Álvarez"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ALVAREZ"	"0x00000000"
"Names/KEY_FAMILY_NAME_AMIN"	"0x00000000"	"[null]"	"9"	"Amin"	"[null]"	"阿明"	"Amin"	"Amin"	"Amin"	"Jestem w"	"Амин"	"Amin"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AMIN"	"0x00000000"
"Names/KEY_FAMILY_NAME_AMORIM"	"0x00000000"	"[null]"	"9"	"Amorim"	"[null]"	"阿莫林"	"Amorim"	"Amorim"	"Amorim"	"Amorim"	"Аморим"	"Amorim"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_AMORIM"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANAND"	"0x00000000"	"[null]"	"9"	"Anand"	"[null]"	"阿南德"	"Anand"	"Anand"	"Anand"	"Anand"	"Ананд"	"Anand"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANAND"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANDERS"	"0x00000000"	"[null]"	"9"	"Anders"	"[null]"	"安德斯"	"Anders"	"Anders"	"Anders"	"Anders"	"Андерс"	"Anders"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANDERS"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANDERSON"	"0x00000000"	"[null]"	"9"	"Anderson"	"[null]"	"安德森"	"Anderson"	"Anderson"	"Anderson"	"Anderson"	"Андерсон"	"Anderson"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANDERSON"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANDRADE"	"0x00000000"	"[null]"	"9"	"Andrade"	"[null]"	"安德拉德"	"Andrade"	"Andrade"	"Andrade"	"Andrade"	"Андраде"	"Andrade"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANDRADE"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANDRAS"	"0x00000000"	"[null]"	"9"	"András"	"[null]"	"安德拉什"	"András"	"András"	"András"	"András"	"Андраш"	"András"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANDRAS"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANTHON"	"0x00000000"	"[null]"	"9"	"Anthon"	"[null]"	"安森"	"Anthon"	"Anthon"	"Anthon"	"Anthon"	"Энтон"	"Anthon"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANTHON"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANTIPAS"	"0x00000000"	"[null]"	"9"	"Antipas"	"[null]"	"安提帕"	"Antipas"	"Antipas"	"Antipa"	"Antypas"	"Антипа"	"Antipas"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANTIPAS"	"0x00000000"
"Names/KEY_FAMILY_NAME_ANTONESCU"	"0x00000000"	"[null]"	"9"	"Antonescu"	"[null]"	"安东内斯库"	"Antonescu"	"Antonescu"	"Antonescu"	"Antonescu"	"Антонеску"	"Antonescu"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ANTONESCU"	"0x00000000"
"Names/KEY_FAMILY_NAME_APARICIO"	"0x00000000"	"[null]"	"9"	"Aparicio"	"[null]"	"阿帕里西奥"	"Aparicio"	"Aparicio"	"Aparicio"	"Aparicio"	"Апарисио"	"Aparicio"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_APARICIO"	"0x00000000"
"Names/KEY_FAMILY_NAME_ARAFA"	"0x00000000"	"[null]"	"9"	"Arafa"	"[null]"	"阿拉法"	"Arafa"	"Arafa"	"Arafa"	"Arafa"	"Арафа"	"arafa"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ARAFA"	"0x00000000"
"Names/KEY_FAMILY_NAME_ARAP"	"0x00000000"	"[null]"	"9"	"Arap"	"[null]"	"阿拉普"	"Arap"	"Arap"	"Arap"	"Arap"	"Арап"	"Arap"	"9"	"0x000000000000000000000000"	"KEY_FAMILY_NAME_ARAP"	"0x00000000"
