I2LT	Type D
0x00000000000000000000000001000000010000003404000000000000	I2Languages_Saber
0x000000000000000001000000
MainText	166
"Additional Keys/KEY_ABORT_LEGEND"	"0x00000000"	"[null]"	"9"	"Abort"	"中止"	"Interrompre"	"Abbrechen"	"Interrompi"	"Przerwij"	"Прекратить"	"Abortar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_ABORT_LEGEND"	"0x00000000"
"Additional Keys/KEY_SOLDIER_ACQUIRE_ABILITY_LEGEND"	"0x00000000"	"[null]"	"9"	"Acquire Ability"	"获得技能"	"Acquérir capacité"	"Fähigkeit erwerben"	"Acquisisci abilità"	"Nabądź zdolność"	"Получить способность"	"Adquirir habilidad"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_SOLDIER_ACQUIRE_ABILITY_LEGEND"	"0x00000000"
"Additional Keys/KEY_ADD_TO_SCRAP_LEGEND"	"0x00000000"	"[null]"	"9"	"Add to Scrap List"	"添加至拆卸列表"	"Ajouter à la liste de recyclage"	"Der Verschrottungsliste hinzufügen"	"Aggiungi alla lista di demolizione"	"Dodaj do listy przetwarzania przedmiotów na materiały"	"Сдать Предмет в Лом"	"Añadir a la lista de descartes"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_ADD_TO_SCRAP_LEGEND"	"0x00000000"
"Additional Keys/KEY_AIR_FORCE_LEGEND"	"0x00000000"	"[null]"	"9"	"Air Force"	"空军"	"Armée de l'air"	"Luftstreitkräfte"	"Aeronautica"	"Siły powietrzne"	"Воздушные Силы"	"Fuerza aérea"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_AIR_FORCE_LEGEND"	"0x00000000"
"Additional Keys/KEY_OPTIONS_APPLY_LEGEND"	"0x00000000"	"[null]"	"9"	"Apply"	"应用"	"Appliquer"	"Anwenden"	"Applica"	"Zastosuj"	"Применить"	"Aplicar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_OPTIONS_APPLY_LEGEND"	"0x00000000"
"Additional Keys/KEY_ATTRIBUTES_SERVICE_RECORD_LEGEND"	"0x00000000"	"[null]"	"9"	"Attributes / Service Record"	"属性 / 服役记录"	"Attributs/Registre de service"	"Attribute/Wehrpass"	"Attributi / Registro di servizio"	"Atrybuty / historia służby"	"Атрибуты / Послужной Список"	"Atributos / Registro de servicios"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_ATTRIBUTES_SERVICE_RECORD_LEGEND"	"0x00000000"
"Additional Keys/KEY_SOLDIER_AUGMENT_LEGEND"	"0x00000000"	"[null]"	"9"	"Augment"	"强化"	"Augmenter"	"Erweitern"	"Innesta"	"Ulepsz"	"Аугментировать"	"Mejorar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_SOLDIER_AUGMENT_LEGEND"	"0x00000000"
"Additional Keys/KEY_INV_TO_BODY_LEGEND"	"0x00000000"	"[null]"	"9"	"Backpack"	"背包"	"Sac à dos"	"Rucksack"	"Zaino"	"Plecak"	"Рюкзак"	"Mochila"	"Sac à dos"	"9"	"0x000000000000000000000000"	"KEY_INV_TO_BODY_LEGEND"	"0x00000000"
"Additional Keys/KEY_GEOSCAPE_BASES_LEGEND"	"0x00000000"	"[null]"	"9"	"Bases"	"基地"	"Bases"	"Basen"	"Basi"	"Bazy"	"Базы"	"Bases"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_GEOSCAPE_BASES_LEGEND"	"0x00000000"
"Additional Keys/KEY_BUILD_LEGEND"	"0x00000000"	"[null]"	"9"	"Build"	"建造"	"Construire"	"Bauen"	"Costruisci"	"Buduj"	"Построить"	"Construir"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_BUILD_LEGEND"	"0x00000000"
"Additional Keys/KEY_CANCEL_LEGEND"	"0x00000000"	"[null]"	"9"	"Cancel"	"取消"	"Annuler"	"Abbrechen"	"Annulla"	"Anuluj"	"Отмена"	"Cancelar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_CANCEL_LEGEND"	"0x00000000"
"Additional Keys/KEY_OPTION_PICKER_LEGEND"	"0x00000000"	"[null]"	"9"	"Change"	"更改"	"Changer"	"Ändern"	"Cambia"	"Zmień"	"Изменить"	"Cambiar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_OPTION_PICKER_LEGEND"	"0x00000000"
"Additional Keys/KEY_OPTION_DROPDOWN_LEGEND"	"0x00000000"	"[null]"	"9"	"Choose"	"选择"	"Choisir"	"Auswählen"	"Scegli"	"Wybierz"	"Выбрать"	"Elegir"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_OPTION_DROPDOWN_LEGEND"	"0x00000000"
"Additional Keys/KEY_CLASS_FILTER_LEGEND"	"0x00000000"	"[null]"	"9"	"Class Filter"	"兵种筛选"	"Filtre de classe"	"Klassenfilter"	"Filtro classe"	"Filtr klasy"	"Фильтр Класса"	"Filtro de clases"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_CLASS_FILTER_LEGEND"	"0x00000000"
"Additional Keys/KEY_CONE_WIDTH_LEGEND"	"0x00000000"	"[null]"	"9"	"Cone Width"	"锥形区宽度"	"Largeur du cône"	"Fächerbreite"	"Ampiezza cono"	"Szerokość stożka"	"Ширина Области Наблюдения"	"Ancho del cono"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_CONE_WIDTH_LEGEND"	"0x00000000"
"Additional Keys/KEY_CONFIRM_LEGEND"	"0x00000000"	"[null]"	"9"	"Confirm"	"确认"	"Confirmer"	"Bestätigen"	"Conferma"	"Potwierdź"	"Подтвердить"	"Confirmar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_CONFIRM_LEGEND"	"0x00000000"
"Additional Keys/KEY_AIRCRAFT_CREW_LEGEND"	"0x00000000"	"[null]"	"9"	"Crew"	"乘员"	"Équipage"	"Crew"	"Equipaggio"	"Załoga"	"Экипаж"	"Tripulación"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_AIRCRAFT_CREW_LEGEND"	"0x00000000"
"Additional Keys/KEY_OPTIONS_CUSTOMIZE_LEGEND"	"0x00000000"	"[null]"	"9"	"Customize"	"自定义"	"Personnaliser"	"Anpassen"	"Personalizza"	"Personalizuj"	"Настроить"	"Personalizar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_OPTIONS_CUSTOMIZE_LEGEND"	"0x00000000"
"Additional Keys/KEY_OPTIONS_DELETE_LEGEND"	"0x00000000"	"[null]"	"9"	"Delete"	"删除"	"Supprimer"	"Löschen"	"Elimina"	"Usuń"	"Удалить"	"Borrar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_OPTIONS_DELETE_LEGEND"	"0x00000000"
"Additional Keys/KEY_DEPLOY_LEGEND"	"0x00000000"	"[null]"	"9"	"Deploy"	"部署"	"Déployer"	"Einsetzen"	"Schiera"	"Wyślij"	"Отправить"	"Desplegar"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_DEPLOY_LEGEND"	"0x00000000"
"Additional Keys/KEY_GEOSCAPE_DEPLOY_PROBES_LEGEND"	"0x00000000"	"[null]"	"9"	"Deploy / Probes"	"部署 / 探测器"	"Déployer/Sondes"	"Einsetzen/Sonden"	"Schiera / Sonde"	"Wyślij / sondy"	"Отправить / Зонды"	"Desplegar / Sondas"	"[null]"	"9"	"0x000000000000000000000000"	"KEY_GEOSCAPE_DEPLOY_PROBES_LEGEND"	"0x00000000"
