I2LT	Type D
0x0000000000000000000000000100000001000000DF03000000000000	I2Languages_GeoHavens
0x000000000000000001000000
MainText	730
"GeoHavens/KEY_HAVEN_MOTO_ANU1"	"0x00000000"	"[null]"	"11"	"The Womb of Tomorrow"	"[null]"	"[null]"	"孕育明日"	"Le berceau de l'avenir"	"Der Schoß von Morgen"	"Il grembo del domani"	"Łono jutra"	"Чрево завтрашнего дня"	"El vientre del mañana"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU1"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU10"	"0x00000000"	"[null]"	"11"	"We Can Be Better"	"[null]"	"[null]"	"我们还能更好"	"Nous pouvons nous améliorer"	"Wir können besser sein"	"Possiamo essere migliori"	"Możemy być lepsi"	"Мы можем быть лучше"	"Podemos ser mejores"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU10"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU100"	"0x00000000"	"[null]"	"11"	"Hope Requires Change"	"[null]"	"[null]"	"希望需要改变"	"Le changement a besoin d'espoir"	"Hoffnung erfordert Wandel"	"Alla speranza serve il cambiamento"	"Nadzieja wymaga zmiany"	"Надежда требует перемен"	"La esperanza requiere cambios"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU100"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU101"	"0x00000000"	"[null]"	"11"	"A Better World Waits To Be Born"	"[null]"	"[null]"	"更美好的世界正待降生"	"Un monde meilleur attend de naître"	"Eine bessere Welt wartet darauf, geboren zu werden"	"Un mondo migliore attende di nascere"	"Lepszy świat czeka na narodzenie"	"Лучший мир ждет своего рождения"	"A la espera del nacimiento de un mundo mejor"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU101"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU102"	"0x00000000"	"[null]"	"11"	"Mutation Is Not The End, But The Beginning"	"[null]"	"[null]"	"变异不是终结，而是开始"	"La mutation n'est pas la fin, mais le début"	"Mutation ist nicht das Ende, sondern der Anfang"	"La mutazione non è una fine, ma un inizio"	"Mutacja to nie koniec, tylko początek"	"Мутация – это не конец, а начало"	"La mutación no es el final, sino el principio"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU102"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU103"	"0x00000000"	"[null]"	"11"	"True Purity Exists Only In The Soul"	"[null]"	"[null]"	"真实的纯洁仅在灵魂中"	"La pureté n'existe que dans l'âme"	"Wahre Reinheit existiert nur in der Seele"	"La vera purezza è solo dell'anima"	"Prawdziwa czystość istnieje tylko w duszy"	"Истинная чистота существует только в душе"	"La auténtica pureza tan solo existe en el alma"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU103"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU104"	"0x00000000"	"[null]"	"11"	"Blessed by the Mysteries of the Exalted"	"[null]"	"[null]"	"圣尊的神秘佑护"	"Bénis par les mystères de l'Exaltée"	"Gesegnet durch die Geheimnisse der Erhabenen"	"Benedizione dei misteri della Suprema"	"Pobłogosławieni przez tajemnice Wywyższonej"	"Благословение тайнами Возвышенной"	"Bendecidos por los misterios de la Glorificada"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU104"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU105"	"0x00000000"	"[null]"	"11"	"Anu Smile Upon Us"	"[null]"	"[null]"	"安努对我们微笑"	"Nous recevons le sourire d'Anu"	"Anu lächelt auf uns hernieder"	"Anu veglia su di noi"	"Niechaj Anu będzie nam łaskawy"	"Ану улыбается нам"	"Anu nos sonríe"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU105"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU106"	"0x00000000"	"[null]"	"11"	"The Deluge Will Cease When We Learn To Breathe Water"	"[null]"	"[null]"	"当我们学会了水中呼吸，大洪水就会停止"	"Le Déluge cessera lorsque nous saurons respirer sous l'eau"	"Die Sintflut hört auf, wenn wir lernen, Wasser zu atmen"	"Il diluvio cesserà quando respireremo acqua"	"Potop dobiegnie końca, gdy nauczymy się oddychać w wodzie"	"Потоп прекратится, когда мы научимся дышать водой"	"La inundación cesará cuando aprendamos a respirar agua"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU106"	"0x00000000"
"GeoHavens/KEY_HAVEN_MOTO_ANU107"	"0x00000000"	"[null]"	"11"	"Blessed Metamorphosis"	"[null]"	"[null]"	"受祝福的变形"	"Métamorphose bénie"	"Gesegnete Metamorphose"	"Metamorfosi benedetta"	"Błogosławiona metamorfoza"	"Благословенная метаморфоза"	"Bendita metamorfosis"	"[null]"	"11"	"0x000000000000000000000000"	"KEY_HAVEN_MOTO_ANU107"	"0x00000000"
